Date,Open,High,Low,Close,Volume
11/2/2022 13:00,20394,20421,20362,20398,47.43
11/2/2022 14:00,20397,20468,20395,20435,41.36
11/2/2022 15:00,20435,20436,20400,20413,64.47
11/2/2022 16:00,20413,20540,20376,20525,27.6
11/2/2022 17:00,20524,20526,20371,20403,117.76
11/2/2022 18:00,20433,20802,20210,20474,738.73
11/2/2022 19:00,20458,20604,20116,20263,299.92
11/2/2022 20:00,20241,20277,20106,20174,92.13
11/2/2022 21:00,20174,20187,20067,20151,135.94
11/2/2022 22:00,20153,20169,20055,20109,36.62
11/2/2022 23:00,20098,20167,20083,20154,32.88
11/3/2022 0:00,20152,20218,20122,20201,17.29
11/3/2022 1:00,20206,20335,20196,20303,50.03
11/3/2022 2:00,20307,20339,20277,20282,34.66
11/3/2022 3:00,20283,20334,20283,20306,37.25
11/3/2022 4:00,20313,20387,20309,20355,63.07
11/3/2022 5:00,20362,20384,20343,20379,13.64
11/3/2022 6:00,20384,20385,20306,20306,22.71
11/3/2022 7:00,20309,20360,20280,20302,14.48
11/3/2022 8:00,20306,20326,20252,20296,14.57
11/3/2022 9:00,20295,20334,20282,20315,57.13
11/3/2022 10:00,20318,20330,20257,20259,45.34
11/3/2022 11:00,20259,20272,20055,20117,57.61
11/3/2022 12:00,20126,20170,20039,20115,49.88
11/3/2022 13:00,20108,20212,20100,20104,58.17
11/3/2022 14:00,20108,20333,20088,20318,92.21
11/3/2022 15:00,20311,20326,20215,20248,34.21
11/3/2022 16:00,20248,20311,20242,20297,42.02
11/3/2022 17:00,20297,20303,20221,20227,30.68
11/3/2022 18:00,20227,20265,20180,20243,55.15
11/3/2022 19:00,20243,20278,20233,20265,109.48
11/3/2022 20:00,20269,20269,20220,20237,18.75
11/3/2022 21:00,20238,20266,20235,20258,25.26
11/3/2022 22:00,20260,20269,20166,20196,31.04
11/3/2022 23:00,20195,20221,20164,20209,29.49
11/4/2022 0:00,20209,20318,20184,20285,81.28
11/4/2022 1:00,20285,20315,20246,20283,38.98
11/4/2022 2:00,20284,20325,20274,20315,25.68
11/4/2022 3:00,20320,20325,20282,20320,10.93
11/4/2022 4:00,20322,20347,20306,20329,28.33
11/4/2022 5:00,20329,20485,20323,20444,97.03
11/4/2022 6:00,20446,20683,20446,20609,247.58
11/4/2022 7:00,20606,20619,20547,20611,45.23
11/4/2022 8:00,20611,20652,20580,20587,46.68
11/4/2022 9:00,20592,20631,20569,20569,49.45
11/4/2022 10:00,20569,20661,20547,20656,43.23
11/4/2022 11:00,20653,20653,20553,20557,54.67
11/4/2022 12:00,20559,20768,20391,20760,304.51
11/4/2022 13:00,20757,20885,20692,20756,255.53
11/4/2022 14:00,20774,21290,20744,21217,772.73
11/4/2022 15:00,21217,21247,20840,20841,373.74
11/4/2022 16:00,20840,20897,20679,20787,197.68
11/4/2022 17:00,20778,20822,20680,20775,76.31
11/4/2022 18:00,20777,21046,20720,20959,166.74
11/4/2022 19:00,20952,21102,20925,21102,190.84
11/4/2022 20:00,21103,21143,21058,21134,221.6
11/4/2022 21:00,21135,21200,21078,21176,84.75
11/4/2022 22:00,21170,21209,21139,21177,43.19
11/4/2022 23:00,21178,21210,21139,21153,44.79
11/5/2022 0:00,21152,21444,21089,21438,168.42
11/5/2022 1:00,21438,21438,21323,21363,32.25
11/5/2022 2:00,21365,21412,21352,21389,11.32
11/5/2022 3:00,21388,21473,21379,21445,41.26
11/5/2022 4:00,21452,21465,21373,21373,28.66
11/5/2022 5:00,21369,21429,21369,21393,20.16
11/5/2022 6:00,21386,21438,21377,21403,9.14
11/5/2022 7:00,21403,21414,21388,21390,22.8
11/5/2022 8:00,21389,21390,21244,21297,25.74
11/5/2022 9:00,21298,21328,21245,21294,25.9
11/5/2022 10:00,21293,21326,21290,21323,10.85
11/5/2022 11:00,21323,21422,21317,21411,17.42
11/5/2022 12:00,21404,21420,21289,21314,14.98
11/5/2022 13:00,21303,21323,21253,21273,10.07
11/5/2022 14:00,21274,21334,21206,21279,125.38
11/5/2022 15:00,21279,21351,21268,21303,36.92
11/5/2022 16:00,21302,21344,21302,21326,6.51
11/5/2022 17:00,21326,21335,21271,21322,24.7
11/5/2022 18:00,21322,21330,21262,21288,4.76
11/5/2022 19:00,21288,21344,21286,21335,24.59
11/5/2022 20:00,21335,21376,21328,21354,23.48
11/5/2022 21:00,21355,21366,21282,21336,66.23
11/5/2022 22:00,21337,21347,21293,21305,12.22
11/5/2022 23:00,21305,21314,21235,21301,10.35
11/6/2022 0:00,21299,21364,21295,21328,18.56
11/6/2022 1:00,21326,21344,21191,21191,23.16
11/6/2022 2:00,21209,21283,21208,21242,14.62
11/6/2022 3:00,21240,21256,21211,21237,7.26
11/6/2022 4:00,21239,21250,21219,21222,6.27
11/6/2022 5:00,21234,21241,21151,21159,22.59
11/6/2022 6:00,21156,21187,21152,21168,13.29
11/6/2022 7:00,21177,21204,21165,21196,11.95
11/6/2022 8:00,21196,21302,21178,21254,21.64
11/6/2022 9:00,21255,21295,21235,21239,22.27
11/6/2022 10:00,21243,21277,21241,21265,9.27
11/6/2022 11:00,21263,21275,21192,21252,47
11/6/2022 12:00,21254,21268,21222,21230,38.71
11/6/2022 13:00,21230,21246,21210,21218,15.24
11/6/2022 14:00,21218,21255,21193,21222,11.53
11/6/2022 15:00,21222,21289,21222,21245,21.4
11/6/2022 16:00,21240,21272,21163,21260,7.36
11/6/2022 17:00,21257,21279,21224,21250,6.14
11/6/2022 18:00,21249,21252,21196,21222,6.92
11/6/2022 19:00,21222,21231,21173,21194,7.79
11/6/2022 20:00,21193,21205,21162,21205,20.67
11/6/2022 21:00,21205,21210,21110,21128,37.88
11/6/2022 22:00,21126,21176,21052,21140,34.85
11/6/2022 23:00,21131,21150,20899,20907,125.57
11/7/2022 0:00,20899,20952,20850,20901,60.26
11/7/2022 1:00,20893,20991,20830,20989,40.34
11/7/2022 2:00,20988,21070,20975,20989,31.9
11/7/2022 3:00,20989,20989,20878,20912,54.49
11/7/2022 4:00,20911,20911,20828,20891,33.19
11/7/2022 5:00,20892,20917,20851,20861,43.71
11/7/2022 6:00,20857,20905,20788,20860,86.72
11/7/2022 7:00,20858,20864,20621,20636,86.29
11/7/2022 8:00,20634,20725,20589,20713,68.77
11/7/2022 9:00,20713,20755,20681,20681,57.89
11/7/2022 10:00,20681,20808,20681,20762,77.04
11/7/2022 11:00,20760,20779,20728,20729,33.02
11/7/2022 12:00,20728,20770,20696,20762,40.86
11/7/2022 13:00,20762,20797,20703,20724,32.89
11/7/2022 14:00,20724,20760,20634,20656,26.61
11/7/2022 15:00,20666,20776,20664,20771,166.15
11/7/2022 16:00,20775,20802,20666,20666,32.05
11/7/2022 17:00,20667,20722,20659,20702,30.58
11/7/2022 18:00,20701,20732,20687,20707,13.73
11/7/2022 19:00,20711,20886,20705,20848,69.79
11/7/2022 20:00,20848,20889,20805,20812,43.67
11/7/2022 21:00,20798,20833,20620,20686,68.15
11/7/2022 22:00,20679,20680,20400,20465,153.73
11/7/2022 23:00,20465,20606,20462,20590,66.16
11/8/2022 0:00,20591,20629,20505,20517,66.45
11/8/2022 1:00,20517,20643,20499,20628,65.15
11/8/2022 2:00,20632,20669,20441,20447,75.57
11/8/2022 3:00,20449,20532,20102,20130,350.86
11/8/2022 4:00,20147,20244,19559,19656,668.46
11/8/2022 5:00,19640,19736,19351,19704,627.63
11/8/2022 6:00,19708,19862,19662,19792,169.18
11/8/2022 7:00,19788,19857,19735,19803,103.22
11/8/2022 8:00,19802,19805,19676,19740,67.75
11/8/2022 9:00,19736,19798,19706,19781,72.71
11/8/2022 10:00,19781,19790,19659,19693,35.97
11/8/2022 11:00,19699,19739,19597,19710,73.3
11/8/2022 12:00,19698,19754,19655,19733,42.9
11/8/2022 13:00,19731,19731,19525,19551,233.14
11/8/2022 14:00,19550,19648,19314,19417,370
11/8/2022 15:00,19417,19521,19244,19520,271.92
11/8/2022 16:00,19521,20661,19489,20371,1318.09
11/8/2022 17:00,20391,20436,19339,19340,684.36
11/8/2022 18:00,19340,19538,18433,18612,2117.33
11/8/2022 19:00,18591,18722,17114,18280,2132.48
11/8/2022 20:00,18284,18487,17867,18162,1254.59
11/8/2022 21:00,18160,18711,18146,18701,594.43
11/8/2022 22:00,18700,18721,18397,18482,463.15
11/8/2022 23:00,18468,18642,18381,18550,177.26
11/9/2022 0:00,18546,18588,18326,18335,141.43
11/9/2022 1:00,18331,18488,18299,18324,247.32
11/9/2022 2:00,18325,18420,18104,18120,147.09
11/9/2022 3:00,18123,18339,18002,18312,186.4
11/9/2022 4:00,18310,18369,18184,18245,232.75
11/9/2022 5:00,18241,18498,18170,18382,172.88
11/9/2022 6:00,18389,18452,18304,18312,135.65
11/9/2022 7:00,18315,18361,18223,18253,133.97
11/9/2022 8:00,18254,18263,18068,18150,268
11/9/2022 9:00,18143,18150,17641,17751,503.17
11/9/2022 10:00,17777,17826,17274,17670,573.48
11/9/2022 11:00,17684,17851,17545,17800,271.96
11/9/2022 12:00,17800,17987,17444,17595,429.14
11/9/2022 13:00,17593,17697,17322,17563,157.27
11/9/2022 14:00,17573,17787,17360,17640,317.63
11/9/2022 15:00,17634,17802,16936,17107,745.9
11/9/2022 16:00,17106,17297,16920,17069,432.36
11/9/2022 17:00,17061,17182,16794,16929,414.81
11/9/2022 18:00,16928,16999,16446,16585,563.72
11/9/2022 19:00,16594,16999,16588,16782,335.51
11/9/2022 20:00,16778,16881,16149,16241,628.11
11/9/2022 21:00,16239,16252,15788,15810,687.56
11/9/2022 22:00,15810,16094,15722,15924,
11/9/2022 23:00,15922,16574,15632,15877,
11/10/2022 0:00,15900,16293,15748,16282,
11/10/2022 1:00,16260,16500,16093,16144,
11/10/2022 2:00,16141,16267,16050,16189,
11/10/2022 3:00,16216,16605,16212,16384,
11/10/2022 4:00,16344,16473,16187,16460,
11/10/2022 5:00,16467,16861,16467,16757,
11/10/2022 6:00,16756,16981,16627,16667,
11/10/2022 7:00,16677,16823,16594,16713,
11/10/2022 8:00,16715,16900,16440,16794,
11/10/2022 9:00,16792,16793,16594,16638,
11/10/2022 10:00,16634,16685,16265,16303,
11/10/2022 11:00,16313,16420,16162,16219,
11/10/2022 12:00,16218,16563,16195,16457,
11/10/2022 13:00,16457,17641,16422,17556,
11/10/2022 14:00,17555,17624,17313,17561,
11/10/2022 15:00,17562,17876,17411,17554,
11/10/2022 16:00,17557,17964,17429,17769,
11/10/2022 17:00,17778,17811,17126,17220,
11/10/2022 18:00,17234,17435,17196,17354,
11/10/2022 19:00,17349,17484,17209,17438,
11/10/2022 20:00,17433,18150,17363,18080,
11/10/2022 21:00,18086,18108,17724,17812,
11/10/2022 22:00,17791,17886,17618,17778,
11/10/2022 23:00,17779,17815,17390,17551,
11/11/2022 0:00,17548,17618,17383,17528,
11/11/2022 1:00,17531,17645,17180,17202,
11/11/2022 2:00,17192,17288,17007,17161,
11/11/2022 3:00,17146,17159,16812,17013,
11/11/2022 4:00,17011,17116,16950,16995,
11/11/2022 5:00,17032,17340,17009,17311,
11/11/2022 6:00,17304,17372,17134,17214,
11/11/2022 7:00,17195,17425,17116,17352,
11/11/2022 8:00,17348,17469,17246,17367,
11/11/2022 9:00,17358,17391,17272,17355,
11/11/2022 10:00,17352,17382,17196,17275,
11/11/2022 11:00,17289,17426,17253,17311,
11/11/2022 12:00,17314,17375,17225,17367,
11/11/2022 13:00,17368,17496,17281,17289,
11/11/2022 14:00,17281,17282,16394,16882,
11/11/2022 15:00,16862,16999,16658,16833,
11/11/2022 16:00,16825,16890,16513,16791,
11/11/2022 17:00,16791,16912,16722,16873,
11/11/2022 18:00,16868,17001,16779,16806,
11/11/2022 19:00,16810,16842,16656,16805,
11/11/2022 20:00,16807,16819,16546,16568,
11/11/2022 21:00,16581,16841,16581,16756,
11/11/2022 22:00,16772,16928,16752,16869,
11/11/2022 23:00,16871,17065,16797,17007,
11/12/2022 0:00,17020,17054,16815,16844,
11/12/2022 1:00,16839,16873,16774,16856,
11/12/2022 2:00,16856,16946,16825,16859,
11/12/2022 3:00,16857,16887,16752,16880,
11/12/2022 4:00,16883,16902,16720,16726,
11/12/2022 5:00,16739,16746,16610,16665,
11/12/2022 6:00,16659,16766,16648,16723,
11/12/2022 7:00,16718,16809,16718,16776,
11/12/2022 8:00,16778,16827,16700,16781,
11/12/2022 9:00,16785,16835,16758,16806,
11/12/2022 10:00,16809,16898,16781,16811,
11/12/2022 11:00,16807,16841,16764,16829,
11/12/2022 12:00,16841,16877,16794,16829,
11/12/2022 13:00,16829,16833,16744,16804,
11/12/2022 14:00,16810,16910,16776,16871,
11/12/2022 15:00,16882,16948,16851,16901,
11/12/2022 16:00,16903,16921,16855,16868,
11/12/2022 17:00,16860,16883,16847,16869,
11/12/2022 18:00,16871,16879,16815,16842,
11/12/2022 19:00,16844,16873,16822,16873,
11/12/2022 20:00,16871,16873,16788,16811,
11/12/2022 21:00,16804,16829,16753,16800,
11/12/2022 22:00,16798,16824,16776,16803,
11/12/2022 23:00,16803,16817,16754,16788,
11/13/2022 0:00,16788,16845,16762,16818,
11/13/2022 1:00,16824,16867,16824,16857,
11/13/2022 2:00,16858,16876,16838,16869,
11/13/2022 3:00,16865,16915,16851,16897,
11/13/2022 4:00,16898,16901,16843,16844,
11/13/2022 5:00,16850,16851,16831,16842,
11/13/2022 6:00,16834,16846,16674,16674,
11/13/2022 7:00,16674,16754,16575,16742,
11/13/2022 8:00,16738,16756,16601,16637,
11/13/2022 9:00,16627,16640,16449,16506,
11/13/2022 10:00,16507,16996,16490,16567,
11/13/2022 11:00,16568,16668,16542,16626,
11/13/2022 12:00,16630,16632,16552,16577,
11/13/2022 13:00,16583,16658,16565,16646,
11/13/2022 14:00,16651,17240,16626,16638,
11/13/2022 15:00,16639,16652,16523,16562,
11/13/2022 16:00,16565,16584,16523,16561,
11/13/2022 17:00,16561,16567,16474,16525,
11/13/2022 18:00,16532,16539,16455,16499,
11/13/2022 19:00,16498,16541,16477,16533,
11/13/2022 20:00,16533,16550,16447,16469,
11/13/2022 21:00,16466,16497,16273,16377,
11/13/2022 22:00,16367,16436,16331,16407,
11/13/2022 23:00,16415,16421,16263,16310,
11/14/2022 0:00,16300,16371,16111,16243,
11/14/2022 1:00,16233,16265,15979,16067,
11/14/2022 2:00,16055,16187,15929,16148,
11/14/2022 3:00,16153,16179,16110,16123,
11/14/2022 4:00,16120,16125,15861,15957,
11/14/2022 5:00,15952,15974,15784,15840,
11/14/2022 6:00,15835,16682,15834,16610,
11/14/2022 7:00,16607,16850,16376,16803,
11/14/2022 8:00,16813,16898,16728,16754,
11/14/2022 9:00,16755,16768,16654,16738,
11/14/2022 10:00,16741,16801,16704,16762,
11/14/2022 11:00,16761,16865,16716,16732,
11/14/2022 12:00,16729,16803,16650,16796,
11/14/2022 13:00,16790,17130,16462,16720,
11/14/2022 14:00,16707,16772,16428,16580,
11/14/2022 15:00,16580,16636,16447,16561,
11/14/2022 16:00,16566,16590,16359,16459,
11/14/2022 17:00,16456,16586,16436,16555,
11/14/2022 18:00,16560,16639,16525,16590,
11/14/2022 19:00,16590,16605,16166,16232,
11/14/2022 20:00,16237,16306,16184,16257,
11/14/2022 21:00,16246,16386,16234,16383,
11/14/2022 22:00,16378,16418,16345,16382,
11/14/2022 23:00,16382,16731,16381,16589,
11/15/2022 0:00,16586,16654,16517,16538,
11/15/2022 1:00,16524,16891,16511,16696,
11/15/2022 2:00,16691,16766,16668,16737,
11/15/2022 3:00,16741,16855,16741,16805,
11/15/2022 4:00,16805,16827,16742,16753,
11/15/2022 5:00,16748,16768,16624,16635,
11/15/2022 6:00,16643,16720,16610,16720,
11/15/2022 7:00,16719,16902,16717,16828,
11/15/2022 8:00,16828,16959,16794,16904,
11/15/2022 9:00,16905,16928,16724,16776,
11/15/2022 10:00,16777,16857,16744,16857,
11/15/2022 11:00,16855,16934,16708,16758,
11/15/2022 12:00,16765,16857,16712,16818,
11/15/2022 13:00,16818,17095,16817,16991,
11/15/2022 14:00,16987,16987,16809,16915,
11/15/2022 15:00,16918,17060,16865,16981,
11/15/2022 16:00,16970,17046,16910,16985,
11/15/2022 17:00,16991,17046,16954,16993,
11/15/2022 18:00,16994,17009,16636,16721,
11/15/2022 19:00,16715,16853,16616,16835,
11/15/2022 20:00,16837,16913,16736,16825,
11/15/2022 21:00,16822,16900,16768,16887,
11/15/2022 22:00,16888,16888,16823,16858,
11/15/2022 23:00,16856,16875,16820,16874,
11/16/2022 0:00,16875,16904,16746,16759,
11/16/2022 1:00,16762,16837,16761,16834,
11/16/2022 2:00,16837,16980,16807,16922,
11/16/2022 3:00,16922,16959,16902,16955,
11/16/2022 4:00,16953,16959,16877,16900,
11/16/2022 5:00,16899,16938,16869,16910,
11/16/2022 6:00,16909,16922,16792,16862,
11/16/2022 7:00,16855,16887,16821,16821,
11/16/2022 8:00,16821,16829,16694,16764,
11/16/2022 9:00,16768,16784,16656,16721,
11/16/2022 10:00,16722,16748,16674,16709,
11/16/2022 11:00,16709,16748,16648,16690,
11/16/2022 12:00,16689,16698,16559,16647,
11/16/2022 13:00,16635,16663,16446,16485,
11/16/2022 14:00,16492,16550,16400,16465,
11/16/2022 15:00,16465,16533,16371,16403,
11/16/2022 16:00,16400,16529,16377,16483,
11/16/2022 17:00,16482,16610,16480,16558,
11/16/2022 18:00,16558,16616,16519,16534,
11/16/2022 19:00,16535,16544,16442,16539,
11/16/2022 20:00,16540,16572,16509,16567,
11/16/2022 21:00,16562,16592,16517,16533,
11/16/2022 22:00,16531,16684,16495,16665,
11/16/2022 23:00,16654,16754,16623,16654,
11/17/2022 0:00,16655,16721,16649,16691,
11/17/2022 1:00,16691,16723,16678,16684,
11/17/2022 2:00,16685,16694,16568,16568,
11/17/2022 3:00,16568,16593,16503,16520,
11/17/2022 4:00,16518,16518,16412,16496,
11/17/2022 5:00,16494,16566,16494,16566,
11/17/2022 6:00,16565,16599,16529,16554,
11/17/2022 7:00,16554,16602,16529,16594,
11/17/2022 8:00,16595,16618,16553,16560,
11/17/2022 9:00,16558,16568,16471,16508,
11/17/2022 10:00,16505,16539,16491,16516,
11/17/2022 11:00,16516,16598,16516,16577,
11/17/2022 12:00,16584,16587,16548,16570,
11/17/2022 13:00,16571,16572,16432,16481,
11/17/2022 14:00,16473,16525,16447,16495,
11/17/2022 15:00,16495,16688,16495,16537,
11/17/2022 16:00,16534,16663,16508,16647,
11/17/2022 17:00,16648,16690,16610,16684,
11/17/2022 18:00,16684,16724,16666,16694,
11/17/2022 19:00,16697,16700,16592,16606,
11/17/2022 20:00,16603,16682,16597,16680,
11/17/2022 21:00,16680,16724,16680,16682,
11/17/2022 22:00,16683,16714,16666,16701,
11/17/2022 23:00,16704,16714,16651,16686,
11/18/2022 0:00,16687,16946,16680,16941,
11/18/2022 1:00,16947,16971,16845,16874,
11/18/2022 2:00,16875,16954,16839,16911,
11/18/2022 3:00,16911,16934,16853,16854,
11/18/2022 4:00,16853,16859,16776,16798,
11/18/2022 5:00,16798,16833,16784,16798,
11/18/2022 6:00,16796,16811,16752,16788,
11/18/2022 7:00,16788,16796,16724,16739,
11/18/2022 8:00,16739,16739,16676,16726,
11/18/2022 9:00,16728,16751,16709,16736,
11/18/2022 10:00,16736,16832,16716,16756,
11/18/2022 11:00,16750,16770,16704,16740,
11/18/2022 12:00,16738,16776,16735,16767,
11/18/2022 13:00,16765,16803,16721,16737,
11/18/2022 14:00,16739,16766,16642,16689,
11/18/2022 15:00,16688,16694,16613,16680,
11/18/2022 16:00,16673,16710,16612,16636,
11/18/2022 17:00,16638,16647,16542,16575,
11/18/2022 18:00,16575,16588,16540,16570,
11/18/2022 19:00,16568,16654,16564,16637,
11/18/2022 20:00,16631,16661,16601,16623,
11/18/2022 21:00,16623,16656,16621,16639,
11/18/2022 22:00,16637,16652,16617,16647,
11/18/2022 23:00,16647,16708,16620,16683,
11/19/2022 0:00,16683,16691,16647,16649,
11/19/2022 1:00,16649,16661,16636,16646,
11/19/2022 2:00,16647,16647,16565,16608,
11/19/2022 3:00,16609,16628,16599,16612,
11/19/2022 4:00,16612,16630,16601,16616,
11/19/2022 5:00,16619,16623,16548,16583,
11/19/2022 6:00,16581,16598,16558,16591,
11/19/2022 7:00,16592,16598,16584,16587,
11/19/2022 8:00,16586,16634,16567,16627,
11/19/2022 9:00,16629,16631,16609,16617,
11/19/2022 10:00,16617,16624,16607,16624,
11/19/2022 11:00,16624,16654,16624,16653,
11/19/2022 12:00,16654,16658,16630,16636,
11/19/2022 13:00,16637,16638,16621,16632,
11/19/2022 14:00,16633,16646,16630,16632,
11/19/2022 15:00,16635,16656,16633,16645,
11/19/2022 16:00,16644,16649,16631,16641,
11/19/2022 17:00,16640,16643,16594,16597,
11/19/2022 18:00,16597,16624,16595,16612,
11/19/2022 19:00,16611,16622,16607,16611,
11/19/2022 20:00,16615,16630,16610,16620,
11/19/2022 21:00,16619,16660,16619,16660,
11/19/2022 22:00,16660,16799,16660,16724,
11/19/2022 23:00,16726,16755,16678,16690,
11/20/2022 0:00,16687,16718,16676,16705,
11/20/2022 1:00,16708,16730,16662,16669,
11/20/2022 2:00,16670,16690,16658,16670,
11/20/2022 3:00,16669,16676,16647,16661,
11/20/2022 4:00,16661,16678,16656,16666,
11/20/2022 5:00,16666,16678,16652,16668,
11/20/2022 6:00,16668,16675,16656,16669,
11/20/2022 7:00,16669,16713,16667,16703,
11/20/2022 8:00,16711,16712,16550,16584,
11/20/2022 9:00,16592,16616,16575,16612,
11/20/2022 10:00,16609,16650,16584,16609,
11/20/2022 11:00,16607,16610,16449,16503,
11/20/2022 12:00,16501,16548,16447,16501,
11/20/2022 13:00,16499,16571,16495,16565,
11/20/2022 14:00,16563,16569,16526,16533,
11/20/2022 15:00,16532,16590,16519,16560,
11/20/2022 16:00,16561,16568,16540,16563,
11/20/2022 17:00,16563,16563,16517,16532,
11/20/2022 18:00,16519,16562,16519,16562,
11/20/2022 19:00,16562,16580,16537,16567,
11/20/2022 20:00,16569,16572,16439,16511,
11/20/2022 21:00,16512,16512,16208,16247,
11/20/2022 22:00,16249,16326,16169,16274,
11/20/2022 23:00,16276,16292,16208,16256,
11/21/2022 0:00,16250,16263,16106,16240,
11/21/2022 1:00,16239,16249,16171,16189,
11/21/2022 2:00,16182,16182,15900,15985,
11/21/2022 3:00,15978,16061,15879,16041,
11/21/2022 4:00,16044,16269,16041,16119,
11/21/2022 5:00,16133,16201,16114,16196,
11/21/2022 6:00,16197,16216,16059,16067,
11/21/2022 7:00,16062,16118,15950,16001,
11/21/2022 8:00,16003,16042,15981,16008,
11/21/2022 9:00,16022,16110,15954,16089,
11/21/2022 10:00,16089,16120,16034,16108,
11/21/2022 11:00,16103,16121,16036,16058,
11/21/2022 12:00,16061,16101,16008,16086,
11/21/2022 13:00,16087,16250,16080,16155,
11/21/2022 14:00,16153,16230,16130,16146,
11/21/2022 15:00,16146,16150,16090,16100,
11/21/2022 16:00,16099,16117,15902,16017,
11/21/2022 17:00,16011,16050,15969,15996,
11/21/2022 18:00,15995,16007,15916,15954,
11/21/2022 19:00,15954,15982,15588,15709,
11/21/2022 20:00,15702,15865,15702,15772,
11/21/2022 21:00,15771,15826,15479,15632,
11/21/2022 22:00,15620,15842,15602,15720,
11/21/2022 23:00,15719,15826,15705,15766,
11/22/2022 0:00,15757,15932,15729,15844,
11/22/2022 1:00,15843,15872,15782,15789,
11/22/2022 2:00,15787,15879,15748,15864,
11/22/2022 3:00,15872,15889,15815,15821,
11/22/2022 4:00,15823,15835,15787,15798,
11/22/2022 5:00,15797,15849,15760,15781,
11/22/2022 6:00,15778,15793,15651,15657,
11/22/2022 7:00,15662,15748,15613,15735,
11/22/2022 8:00,15738,15741,15649,15705,
11/22/2022 9:00,15709,15744,15656,15675,
11/22/2022 10:00,15666,15790,15643,15774,
11/22/2022 11:00,15776,15778,15692,15724,
11/22/2022 12:00,15725,15828,15676,15814,
11/22/2022 13:00,15813,16176,15808,16148,
11/22/2022 14:00,16148,16189,16023,16092,
11/22/2022 15:00,16090,16281,16090,16217,
11/22/2022 16:00,16226,16261,16148,16162,
11/22/2022 17:00,16160,16187,16060,16078,
11/22/2022 18:00,16077,16146,16046,16124,
11/22/2022 19:00,16125,16207,16093,16150,
11/22/2022 20:00,16150,16166,16119,16120,
11/22/2022 21:00,16119,16148,16071,16129,
11/22/2022 22:00,16129,16207,16079,16163,
11/22/2022 23:00,16163,16209,16142,16197,
11/23/2022 0:00,16199,16232,16158,16175,
11/23/2022 1:00,16172,16207,16150,16200,
11/23/2022 2:00,16201,16507,16193,16485,
11/23/2022 3:00,16493,16562,16444,16558,
11/23/2022 4:00,16556,16560,16471,16482,
11/23/2022 5:00,16487,16503,16434,16445,
11/23/2022 6:00,16451,16489,16432,16479,
11/23/2022 7:00,16479,16607,16446,16555,
11/23/2022 8:00,16560,16594,16479,16525,
11/23/2022 9:00,16522,16564,16513,16540,
11/23/2022 10:00,16541,16619,16514,16573,
11/23/2022 11:00,16573,16602,16556,16575,
11/23/2022 12:00,16576,16584,16475,16498,
11/23/2022 13:00,16492,16523,16390,16398,
11/23/2022 14:00,16390,16463,16343,16456,
11/23/2022 15:00,16459,16485,16402,16416,
11/23/2022 16:00,16417,16444,16331,16334,
11/23/2022 17:00,16339,16375,16334,16373,
11/23/2022 18:00,16371,16546,16370,16525,
11/23/2022 19:00,16519,16640,16388,16454,
11/23/2022 20:00,16453,16595,16416,16595,
11/23/2022 21:00,16594,16594,16471,16472,
11/23/2022 22:00,16472,16505,16445,16492,
11/23/2022 23:00,16491,16647,16482,16603,
11/24/2022 0:00,16594,16606,16525,16538,
11/24/2022 1:00,16546,16770,16527,16734,
11/24/2022 2:00,16737,16783,16665,16679,
11/24/2022 3:00,16683,16750,16673,16703,
11/24/2022 4:00,16701,16724,16648,16681,
11/24/2022 5:00,16683,16686,16636,16644,
11/24/2022 6:00,16645,16700,16628,16694,
11/24/2022 7:00,16696,16696,16604,16607,
11/24/2022 8:00,16608,16624,16514,16572,
11/24/2022 9:00,16575,16598,16546,16585,
11/24/2022 10:00,16581,16595,16492,16537,
11/24/2022 11:00,16537,16561,16524,16558,
11/24/2022 12:00,16554,16564,16491,16524,
11/24/2022 13:00,16524,16586,16521,16573,
11/24/2022 14:00,16573,16579,16456,16523,
11/24/2022 15:00,16522,16560,16491,16545,
11/24/2022 16:00,16545,16648,16511,16610,
11/24/2022 17:00,16610,16646,16574,16577,
11/24/2022 18:00,16575,16590,16537,16576,
11/24/2022 19:00,16570,16580,16546,16563,
11/24/2022 20:00,16567,16578,16544,16553,
11/24/2022 21:00,16552,16560,16529,16543,
11/24/2022 22:00,16542,16616,16535,16596,
11/24/2022 23:00,16597,16605,16555,16591,
11/25/2022 0:00,16589,16604,16505,16517,
11/25/2022 1:00,16517,16539,16505,16512,
11/25/2022 2:00,16517,16517,16465,16514,
11/25/2022 3:00,16513,16513,16468,16477,
11/25/2022 4:00,16477,16487,16353,16366,
11/25/2022 5:00,16376,16404,16354,16354,
11/25/2022 6:00,16353,16424,16339,16415,
11/25/2022 7:00,16416,16455,16409,16450,
11/25/2022 8:00,16451,16477,16419,16440,
11/25/2022 9:00,16440,16466,16430,16435,
11/25/2022 10:00,16436,16495,16405,16463,
11/25/2022 11:00,16463,16566,16462,16519,
11/25/2022 12:00,16523,16566,16492,16501,
11/25/2022 13:00,16496,16499,16463,16470,
11/25/2022 14:00,16472,16527,16427,16522,
11/25/2022 15:00,16523,16546,16468,16498,
11/25/2022 16:00,16497,16499,16450,16473,
11/25/2022 17:00,16471,16516,16462,16501,
11/25/2022 18:00,16501,16509,16471,16483,
11/25/2022 19:00,16483,16527,16483,16512,
11/25/2022 20:00,16514,16597,16509,16519,
